symbol,date,today_close,next_open,consolidation_avg,consolidation_avg_vol,horizon_complete_30,max_high_30,close_30,hit_tp1.5_30,days_to_tp1.5_30,hit_tp2.0_30,days_to_tp2.0_30,hit_tp2.4_30,days_to_tp2.4_30,hit_tp3.0_30,days_to_tp3.0_30,hit_tp5.0_30,days_to_tp5.0_30,horizon_complete_60,max_high_60,close_60,hit_tp1.5_60,days_to_tp1.5_60,hit_tp2.0_60,days_to_tp2.0_60,hit_tp2.4_60,days_to_tp2.4_60,hit_tp3.0_60,days_to_tp3.0_60,hit_tp5.0_60,days_to_tp5.0_60,horizon_complete_90,max_high_90,close_90,hit_tp1.5_90,days_to_tp1.5_90,hit_tp2.0_90,days_to_tp2.0_90,hit_tp2.4_90,days_to_tp2.4_90,hit_tp3.0_90,days_to_tp3.0_90,hit_tp5.0_90,days_to_tp5.0_90,horizon_complete_180,max_high_180,close_180,hit_tp1.5_180,days_to_tp1.5_180,hit_tp2.0_180,days_to_tp2.0_180,hit_tp2.4_180,days_to_tp2.4_180,hit_tp3.0_180,days_to_tp3.0_180,hit_tp5.0_180,days_to_tp5.0_180
PLBY,2024-10-31,1.17,1.24,0.6846283333333335,357674.4,1,1.7389,1.41,1,21.0,0,,0,,0,,0,,1,1.99,1.66,1,21.0,0,,0,,0,,0,,1,2.44,1.22,1,21.0,1,61.0,1,61.0,0,,0,,1,2.44,1.88,1,21.0,1,61.0,1,61.0,0,,0,
QTEX,2025-07-02,1.08,1.08,0.6326866666666666,523636.4666666667,1,1.65,1.255,1,2.0,0,,0,,0,,0,,1,1.65,1.31,1,2.0,0,,0,,0,,0,,1,1.65,0.9648,1,2.0,0,,0,,0,,0,,1,1.65,0.5529,1,2.0,0,,0,,0,,0,
INCR,2026-05-28,1.07,1.13,0.8068391500000001,29238.816666666666,0,1.23,0.9988,0,,0,,0,,0,,0,,0,1.23,0.9988,0,,0,,0,,0,,0,,0,1.23,0.9988,0,,0,,0,,0,,0,,0,1.23,0.9988,0,,0,,0,,0,,0,
NBP,2025-05-22,1.05,1.02,0.8480671833333333,203401.8,1,3.075,2.2,1,7.0,1,8.0,1,9.0,1,11.0,0,,1,5.9,4.21,1,7.0,1,8.0,1,9.0,1,11.0,1,57.0,1,5.9,3.86,1,7.0,1,8.0,1,9.0,1,11.0,1,57.0,1,6.79,3.42,1,7.0,1,8.0,1,9.0,1,11.0,1,57.0
LGVN,2026-03-19,1.11,1.08,0.5942466666666667,5450781.466666667,1,1.23,0.851,0,,0,,0,,0,,0,,0,1.23,0.73,0,,0,,0,,0,,0,,0,1.23,0.73,0,,0,,0,,0,,0,,0,1.23,0.73,0,,0,,0,,0,,0,
LOBO,2025-10-16,1.13,1.04,0.6394692000000001,9281963.366666667,1,1.19,0.6534,0,,0,,0,,0,,0,,1,1.19,0.615,0,,0,,0,,0,,0,,1,1.19,0.5664,0,,0,,0,,0,,0,,0,1.48,0.705101,0,,0,,0,,0,,0,
ONDS,2024-12-11,1.05,1.04,0.8076533333333332,1236217.5166666666,1,3.4,1.81,1,3.0,1,9.0,1,10.0,1,11.0,0,,1,3.4,0.697,1,3.0,1,9.0,1,10.0,1,11.0,0,,1,3.4,0.8005,1,3.0,1,9.0,1,10.0,1,11.0,0,,1,6.188,5.03,1,3.0,1,9.0,1,10.0,1,11.0,1,175.0
RAAQW,2026-02-23,1.15,1.2,0.5982800000000001,15813.75,1,1.5009,1.39,1,16.0,0,,0,,0,,0,,1,2.935,2.7601,1,16.0,1,37.0,1,40.0,0,,0,,0,3.7,3.15,1,16.0,1,37.0,1,40.0,1,61.0,0,,0,3.7,3.15,1,16.0,1,37.0,1,40.0,1,61.0,0,
MVST,2024-12-02,1.06,1.02,0.3219583333333333,7945107.783333333,1,2.87,2.16,1,1.0,1,15.0,1,17.0,0,,0,,1,2.87,1.48,1,1.0,1,15.0,1,17.0,0,,0,,1,2.87,1.7,1,1.0,1,15.0,1,17.0,0,,0,,1,4.7196,2.71,1,1.0,1,15.0,1,17.0,1,110.0,0,
OPTXW,2026-01-22,1.05,1.09,0.2676392166666666,79977.1,1,1.94,0.9,1,9.0,0,,0,,0,,0,,1,2.0,1.5,1,9.0,1,56.0,0,,0,,0,,1,2.5,2.3899,1,9.0,1,56.0,1,90.0,0,,0,,0,3.095,2.05,1,9.0,1,56.0,1,90.0,1,92.0,0,
INVZ,2024-12-16,1.17,1.2,0.7017883333333333,2161552.5166666666,1,3.14,1.55,1,5.0,1,13.0,1,14.0,1,14.0,0,,1,3.14,0.6742,1,5.0,1,13.0,1,14.0,1,14.0,0,,1,3.14,0.739,1,5.0,1,13.0,1,14.0,1,14.0,0,,1,3.14,1.86,1,5.0,1,13.0,1,14.0,1,14.0,0,
