symbol,date,today_close,next_open,consolidation_avg,consolidation_avg_vol,horizon_complete_30,max_high_30,close_30,hit_tp1.5_30,days_to_tp1.5_30,hit_tp2.0_30,days_to_tp2.0_30,hit_tp2.4_30,days_to_tp2.4_30,hit_tp3.0_30,days_to_tp3.0_30,hit_tp5.0_30,days_to_tp5.0_30,horizon_complete_60,max_high_60,close_60,hit_tp1.5_60,days_to_tp1.5_60,hit_tp2.0_60,days_to_tp2.0_60,hit_tp2.4_60,days_to_tp2.4_60,hit_tp3.0_60,days_to_tp3.0_60,hit_tp5.0_60,days_to_tp5.0_60,horizon_complete_90,max_high_90,close_90,hit_tp1.5_90,days_to_tp1.5_90,hit_tp2.0_90,days_to_tp2.0_90,hit_tp2.4_90,days_to_tp2.4_90,hit_tp3.0_90,days_to_tp3.0_90,hit_tp5.0_90,days_to_tp5.0_90,horizon_complete_180,max_high_180,close_180,hit_tp1.5_180,days_to_tp1.5_180,hit_tp2.0_180,days_to_tp2.0_180,hit_tp2.4_180,days_to_tp2.4_180,hit_tp3.0_180,days_to_tp3.0_180,hit_tp5.0_180,days_to_tp5.0_180
NAUT,2025-10-15,1.1,1.13,0.7520333333333332,300113.2888888889,1,2.54,2.27,1,4.0,1,23.0,1,25.0,0,,0,,1,2.54,1.99,1,4.0,1,23.0,1,25.0,0,,0,,1,3.08,2.89,1,4.0,1,23.0,1,25.0,1,90.0,0,,0,4.3101,2.38,1,4.0,1,23.0,1,25.0,1,90.0,0,
NXL,2024-10-16,1.05,1.22,0.7990721333333333,165437.44444444444,1,4.36,4.27,1,4.0,1,6.0,1,6.0,1,12.0,0,,1,4.4899,2.78,1,4.0,1,6.0,1,6.0,1,12.0,0,,1,4.4899,2.7,1,4.0,1,6.0,1,6.0,1,12.0,0,,1,4.4899,0.99,1,4.0,1,6.0,1,6.0,1,12.0,0,
RLMD,2025-08-29,1.12,1.13,0.6239933333333332,255394.02222222224,1,2.84,2.02,1,1.0,1,20.0,1,23.0,0,,0,,1,5.12,4.3,1,1.0,1,20.0,1,23.0,1,50.0,1,57.0,1,5.12,4.43,1,1.0,1,20.0,1,23.0,1,50.0,1,57.0,1,8.0,7.03,1,1.0,1,20.0,1,23.0,1,50.0,1,57.0
PDSB,2026-04-09,1.07,1.09,0.6739788888888889,571305.8444444444,1,1.55,1.16,1,25.0,0,,0,,0,,0,,0,1.55,1.02,1,25.0,0,,0,,0,,0,,0,1.55,1.02,1,25.0,0,,0,,0,,0,,0,1.55,1.02,1,25.0,0,,0,,0,,0,
NIXX,2026-03-24,1.08,1.115,0.6505433555555556,703617.7777777778,1,1.19,0.632,0,,0,,0,,0,,0,,0,1.19,0.8445,0,,0,,0,,0,,0,,0,1.19,0.8445,0,,0,,0,,0,,0,,0,1.19,0.8445,0,,0,,0,,0,,0,
SLNH,2025-07-10,1.07,1.07,0.6933133333333333,835045.4222222222,1,1.72,0.448,1,1.0,0,,0,,0,,0,,1,3.5,2.22,1,1.0,1,51.0,1,52.0,1,53.0,0,,1,5.1399,1.67,1,1.0,1,51.0,1,52.0,1,53.0,1,69.0,1,5.1399,0.6161,1,1.0,1,51.0,1,52.0,1,53.0,1,69.0
SLNH,2025-09-19,1.08,1.21,0.5536955555555555,5132120.288888888,1,5.1399,3.49,1,1.0,1,1.0,1,2.0,1,3.0,1,19.0,1,5.1399,1.43,1,1.0,1,1.0,1,2.0,1,3.0,1,19.0,1,5.1399,1.16,1,1.0,1,1.0,1,2.0,1,3.0,1,19.0,0,5.1399,1.3301,1,1.0,1,1.0,1,2.0,1,3.0,1,19.0
PRZO,2025-06-06,1.1,1.165,0.7845018444444446,714379.4,1,2.145,1.9,1,19.0,1,27.0,0,,0,,0,,1,2.145,1.29,1,19.0,1,27.0,0,,0,,0,,1,2.145,1.63,1,19.0,1,27.0,0,,0,,0,,1,2.145,1.225,1,19.0,1,27.0,0,,0,,0,
IBIO,2025-10-21,1.11,1.03,0.8333622222222221,1213500.7777777778,1,1.81,1.04,1,1.0,0,,0,,0,,0,,1,3.82,2.2,1,1.0,1,33.0,1,34.0,1,35.0,0,,1,3.82,2.69,1,1.0,1,33.0,1,34.0,1,35.0,0,,0,3.82,1.825,1,1.0,1,33.0,1,34.0,1,35.0,0,
KTTA,2025-11-26,1.06,1.425,0.7088966888888889,1977800.3777777778,1,2.06,0.905,1,1.0,1,1.0,0,,0,,0,,1,2.06,0.8412,1,1.0,1,1.0,0,,0,,0,,1,2.06,0.72,1,1.0,1,1.0,0,,0,,0,,0,2.06,0.585,1,1.0,1,1.0,0,,0,,0,
OCGN,2025-06-06,1.06,1.13,0.7457244444444443,4258860.044444445,1,1.29,1.03,0,,0,,0,,0,,0,,1,1.29,1.05,0,,0,,0,,0,,0,,1,1.9,1.67,1,74.0,0,,0,,0,,0,,1,1.96,1.855,1,74.0,0,,0,,0,,0,
SAFX,2026-04-13,1.05,1.02,0.3051388888888889,20453190.444444444,1,1.02,0.4493,0,,0,,0,,0,,0,,0,1.02,0.4023,0,,0,,0,,0,,0,,0,1.02,0.4023,0,,0,,0,,0,,0,,0,1.02,0.4023,0,,0,,0,,0,,0,
NCPL,2026-05-26,1.07,1.295,0.41262444444444446,3845215.822222222,0,1.87,0.932,1,1.0,0,,0,,0,,0,,0,1.87,0.932,1,1.0,0,,0,,0,,0,,0,1.87,0.932,1,1.0,0,,0,,0,,0,,0,1.87,0.932,1,1.0,0,,0,,0,,0,
MTEKW,2024-12-30,1.1999,1.26,0.2443716222222222,27842.933333333334,1,1.879,0.321,1,3.0,0,,0,,0,,0,,1,1.879,0.219375,1,3.0,0,,0,,0,,0,,1,1.879,0.22,1,3.0,0,,0,,0,,0,,1,1.879,0.20785,1,3.0,0,,0,,0,,0,
LXRX,2025-07-09,1.07,1.07,0.7146000000000001,4439162.355555556,1,1.43,1.13,0,,0,,0,,0,,0,,1,1.45,1.38,0,,0,,0,,0,,0,,1,1.66,1.44,1,62.0,0,,0,,0,,0,,1,1.83,1.63,1,62.0,0,,0,,0,,0,
LAES,2024-12-11,1.15,1.71,0.41727553333333345,2847893.355555556,1,11.0,3.73,1,1.0,1,3.0,1,3.0,1,3.0,1,8.0,1,11.0,2.79,1,1.0,1,3.0,1,3.0,1,3.0,1,8.0,1,11.0,2.61,1,1.0,1,3.0,1,3.0,1,3.0,1,8.0,1,11.0,2.55,1,1.0,1,3.0,1,3.0,1,3.0,1,8.0
IMRN,2026-05-14,1.11,1.05,0.8127574000000001,27839.666666666668,0,1.6,1.25,1,10.0,0,,0,,0,,0,,0,1.6,1.25,1,10.0,0,,0,,0,,0,,0,1.6,1.25,1,10.0,0,,0,,0,,0,,0,1.6,1.25,1,10.0,0,,0,,0,,0,
PLBY,2024-10-31,1.17,1.24,0.7033577777777776,327425.0444444445,1,1.7389,1.41,1,21.0,0,,0,,0,,0,,1,1.99,1.66,1,21.0,0,,0,,0,,0,,1,2.44,1.22,1,21.0,1,61.0,1,61.0,0,,0,,1,2.44,1.88,1,21.0,1,61.0,1,61.0,0,,0,
QTEX,2025-07-02,1.08,1.08,0.6421044444444445,540258.8444444444,1,1.65,1.255,1,2.0,0,,0,,0,,0,,1,1.65,1.31,1,2.0,0,,0,,0,,0,,1,1.65,0.9648,1,2.0,0,,0,,0,,0,,1,1.65,0.5529,1,2.0,0,,0,,0,,0,
INCR,2026-05-28,1.07,1.13,0.80908,30757.71111111111,0,1.23,0.9988,0,,0,,0,,0,,0,,0,1.23,0.9988,0,,0,,0,,0,,0,,0,1.23,0.9988,0,,0,,0,,0,,0,,0,1.23,0.9988,0,,0,,0,,0,,0,
NBP,2025-05-22,1.05,1.02,0.8410951333333331,172259.0,1,3.075,2.2,1,7.0,1,8.0,1,9.0,1,11.0,0,,1,5.9,4.21,1,7.0,1,8.0,1,9.0,1,11.0,1,57.0,1,5.9,3.86,1,7.0,1,8.0,1,9.0,1,11.0,1,57.0,1,6.79,3.42,1,7.0,1,8.0,1,9.0,1,11.0,1,57.0
LUCD,2025-02-07,1.07,1.09,0.8460355555555554,382716.7111111111,1,1.633,1.5,1,1.0,0,,0,,0,,0,,1,1.8,1.23,1,1.0,0,,0,,0,,0,,1,1.8,1.26,1,1.0,0,,0,,0,,0,,1,1.8,1.26,1,1.0,0,,0,,0,,0,
LGVN,2026-03-19,1.11,1.08,0.6051488888888888,7174221.577777778,1,1.23,0.851,0,,0,,0,,0,,0,,0,1.23,0.73,0,,0,,0,,0,,0,,0,1.23,0.73,0,,0,,0,,0,,0,,0,1.23,0.73,0,,0,,0,,0,,0,
LOBO,2025-10-16,1.13,1.04,0.6527122666666667,420941.68888888886,1,1.19,0.6534,0,,0,,0,,0,,0,,1,1.19,0.615,0,,0,,0,,0,,0,,1,1.19,0.5664,0,,0,,0,,0,,0,,0,1.48,0.705101,0,,0,,0,,0,,0,
ONDS,2024-12-11,1.05,1.04,0.8278488888888887,1519653.911111111,1,3.4,1.81,1,3.0,1,9.0,1,10.0,1,11.0,0,,1,3.4,0.697,1,3.0,1,9.0,1,10.0,1,11.0,0,,1,3.4,0.8005,1,3.0,1,9.0,1,10.0,1,11.0,0,,1,6.188,5.03,1,3.0,1,9.0,1,10.0,1,11.0,1,175.0
RAAQW,2026-02-23,1.15,1.2,0.5770444444444445,13256.133333333333,1,1.5009,1.39,1,16.0,0,,0,,0,,0,,1,2.935,2.7601,1,16.0,1,37.0,1,40.0,0,,0,,0,3.7,3.15,1,16.0,1,37.0,1,40.0,1,61.0,0,,0,3.7,3.15,1,16.0,1,37.0,1,40.0,1,61.0,0,
PRLD,2025-08-20,1.05,1.07,0.8529688888888889,153977.15555555557,1,1.91,1.44,1,26.0,0,,0,,0,,0,,1,4.22,1.51,1,26.0,1,52.0,1,52.0,1,52.0,0,,1,4.22,2.94,1,26.0,1,52.0,1,52.0,1,52.0,0,,1,5.54,4.86,1,26.0,1,52.0,1,52.0,1,52.0,1,163.0
MVST,2024-12-02,1.06,1.02,0.34304,9281885.355555555,1,2.87,2.16,1,1.0,1,15.0,1,17.0,0,,0,,1,2.87,1.48,1,1.0,1,15.0,1,17.0,0,,0,,1,2.87,1.7,1,1.0,1,15.0,1,17.0,0,,0,,1,4.7196,2.71,1,1.0,1,15.0,1,17.0,1,110.0,0,
OPTXW,2026-01-22,1.05,1.09,0.2807322666666666,87083.95555555556,1,1.94,0.9,1,9.0,0,,0,,0,,0,,1,2.0,1.5,1,9.0,1,56.0,0,,0,,0,,1,2.5,2.3899,1,9.0,1,56.0,1,90.0,0,,0,,0,3.095,2.05,1,9.0,1,56.0,1,90.0,1,92.0,0,
SKYE,2026-04-27,1.06,1.06,0.7274733333333333,620029.088888889,0,1.07,0.7332,0,,0,,0,,0,,0,,0,1.07,0.7332,0,,0,,0,,0,,0,,0,1.07,0.7332,0,,0,,0,,0,,0,,0,1.07,0.7332,0,,0,,0,,0,,0,
PMTRW,2025-10-21,1.05,0.99,0.6454400222222223,28101.933333333334,1,1.1,0.8199,0,,0,,0,,0,,0,,1,1.29,0.67,0,,0,,0,,0,,0,,1,1.29,0.77,0,,0,,0,,0,,0,,0,1.29,0.9,0,,0,,0,,0,,0,
LSH,2025-08-29,1.14,1.09,0.8625655777777776,19050.68888888889,1,1.68,1.32,1,18.0,0,,0,,0,,0,,1,1.68,0.8601,1,18.0,0,,0,,0,,0,,1,1.68,0.812,1,18.0,0,,0,,0,,0,,1,1.68,0.575,1,18.0,0,,0,,0,,0,
IVVD,2025-02-03,1.06,1.26,0.5015155555555556,1327354.8666666667,1,2.74,0.8058,1,2.0,1,2.0,1,3.0,0,,0,,1,2.74,0.6302,1,2.0,1,2.0,1,3.0,0,,0,,1,2.74,0.8468,1,2.0,1,2.0,1,3.0,0,,0,,1,2.74,2.04,1,2.0,1,2.0,1,3.0,0,,0,
INVZ,2024-12-16,1.17,1.2,0.67378,2599041.3333333335,1,3.14,1.55,1,5.0,1,13.0,1,14.0,1,14.0,0,,1,3.14,0.6742,1,5.0,1,13.0,1,14.0,1,14.0,0,,1,3.14,0.739,1,5.0,1,13.0,1,14.0,1,14.0,0,,1,3.14,1.86,1,5.0,1,13.0,1,14.0,1,14.0,0,
